root,subcategories,entries,link
ز ر ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D8%B1_%D8%B1
ز ر ع,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D8%B1_%D8%B9
ز ر ق,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D8%B1_%D9%82
ز ر ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D8%B1_%D9%8A
ز ع ج,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D8%B9_%D8%AC
ز ع ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D8%B9_%D8%B1
ز ع ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D8%B9_%D8%B7
ز ع ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D8%B9_%D9%84
ز ع م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D8%B9_%D9%85
ز غ ب,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D8%BA_%D8%A8
ز غ ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D8%BA_%D9%84
ز ف ر,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%81_%D8%B1
ز ف ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%81_%D9%81
ز ف ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%81_%D9%86
ز ق م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%82_%D9%85
ز ك م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%83_%D9%85
ز ك و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%83_%D9%88
ز ك ي,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%83_%D9%8A
ز ل ج,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%84_%D8%AC
ز ل ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%84_%D8%B7
ز ل ع,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%84_%D8%B9
ز ل ف,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%84_%D9%81
ز ل ق,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%84_%D9%82
ز ل ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%84_%D9%84
ز ل م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%84_%D9%85
ز م ت,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%85_%D8%AA
ز م ر,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%85_%D8%B1
ز م ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%85_%D9%84
ز م م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%85_%D9%85
ز م ن,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%85_%D9%86
ز ن خ,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%86_%D8%AE
ز ن ي,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%86_%D9%8A
ز ه د,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%87_%D8%AF
ز ه ر,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%87_%D8%B1
ز ه ق,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%87_%D9%82
ز ه و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%87_%D9%88
ز و ج,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%88_%D8%AC
ز و د,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%88_%D8%AF
ز و ر,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%88_%D8%B1
ز و ل,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%88_%D9%84
ز و ي,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%88_%D9%8A
ز ي ح,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%8A_%D8%AD
ز ي د,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%8A_%D8%AF
ز ي غ,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%8A_%D8%BA
ز ي ف,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%8A_%D9%81
ز ي ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%8A_%D9%84
ز ي ن,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B2_%D9%8A_%D9%86
س ء ل,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%A1_%D9%84
س ء م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%A1_%D9%85
س ب ب,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%A8_%D8%A8
س ب ت,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%A8_%D8%AA
س ب ح,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%A8_%D8%AD
س ب خ,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%A8_%D8%AE
س ب ط,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%A8_%D8%B7
س ب ع,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%A8_%D8%B9
س ب غ,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%A8_%D8%BA
س ب ق,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%A8_%D9%82
س ب ك,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%A8_%D9%83
س ب ل,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%A8_%D9%84
س ب ي,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%A8_%D9%8A
س ت ر,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AA_%D8%B1
س ج د,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AC_%D8%AF
س ج ع,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AC_%D8%B9
س ج ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AC_%D9%84
س ج ن,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AC_%D9%86
س ج و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AC_%D9%88
س ح ب,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AD_%D8%A8
س ح ر,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AD_%D8%B1
س ح ق,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AD_%D9%82
س ح ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AD_%D9%84
س ح م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AD_%D9%85
س خ ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AE_%D8%A8
س خ ر,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AE_%D8%B1
س خ ط,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AE_%D8%B7
س خ ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AE_%D9%81
س خ ن,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AE_%D9%86
س خ و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AE_%D9%88
س د د,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AF_%D8%AF
س د ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AF_%D8%B1
س د س,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AF_%D8%B3
س د ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AF_%D9%84
س د م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AF_%D9%85
س د و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%AF_%D9%88
س ر ب,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B1_%D8%A8
س ر ح,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B1_%D8%AD
س ر د,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B1_%D8%AF
س ر ر,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B1_%D8%B1
س ر ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B1_%D8%B7
س ر ع,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B1_%D8%B9
س ر ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B1_%D9%81
س ر ق,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B1_%D9%82
س ر و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B1_%D9%88
س ر ي,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B1_%D9%8A
س ط ح,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B7_%D8%AD
س ط ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B7_%D8%B1
س ط ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B7_%D9%84
س ط م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B7_%D9%85
س ط و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B7_%D9%88
س ع د,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B9_%D8%AF
س ع ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B9_%D8%B1
س ع ف,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B9_%D9%81
س ع ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B9_%D9%84
س ع و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B9_%D9%88
س ع ي,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D8%B9_%D9%8A
س ف ح,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%81_%D8%AD
س ف ر,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%81_%D8%B1
س ف ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%81_%D8%B7
س ف ف,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%81_%D9%81
س ف ك,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%81_%D9%83
س ف ل,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%81_%D9%84
س ف ن,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%81_%D9%86
س ف ه,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%81_%D9%87
س ق ط,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%82_%D8%B7
س ق ف,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%82_%D9%81
س ق م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%82_%D9%85
س ق ي,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%82_%D9%8A
س ك ت,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%83_%D8%AA
س ك ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%83_%D8%B1
س ك ع,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%83_%D8%B9
س ك ك,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%83_%D9%83
س ك ن,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%83_%D9%86
س ل ب,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%84_%D8%A8
س ل ح,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%84_%D8%AD
س ل خ,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%84_%D8%AE
س ل س,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%84_%D8%B3
س ل ط,0,11,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%84_%D8%B7
س ل ع,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%84_%D8%B9
س ل ف,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%84_%D9%81
س ل ق,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%84_%D9%82
س ل ك,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%84_%D9%83
س ل ل,0,9,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%84_%D9%84
س ل م,0,19,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%84_%D9%85
س ل و,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%84_%D9%88
س ل ي,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%84_%D9%8A
س م ت,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%85_%D8%AA
س م ج,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%85_%D8%AC
س م ح,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%85_%D8%AD
س م د,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%85_%D8%AF
س م ر,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%85_%D8%B1
س م ط,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%85_%D8%B7
س م ع,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%85_%D8%B9
س م ك,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%85_%D9%83
س م م,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%85_%D9%85
س م ن,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%85_%D9%86
س م و,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%85_%D9%88
س ن د,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%86_%D8%AF
س ن م,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%86_%D9%85
س ن ن,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%86_%D9%86
س ن ه,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%86_%D9%87
س ن و,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%86_%D9%88
س ه ر,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%87_%D8%B1
س ه ل,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%87_%D9%84
س ه م,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%87_%D9%85
س ه و,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%87_%D9%88
س و ء,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%88_%D8%A1
س و ح,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%88_%D8%AD
س و د,0,14,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%88_%D8%AF
س و ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%88_%D8%B1
س و س,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%88_%D8%B3
س و ق,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%88_%D9%82
س و ل,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%88_%D9%84
س و م,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%88_%D9%85
س و ي,0,13,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%88_%D9%8A
س ي ب,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%8A_%D8%A8
س ي ج,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%8A_%D8%AC
س ي ح,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%8A_%D8%AD
س ي ر,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%8A_%D8%B1
س ي س,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%8A_%D8%B3
س ي ف,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%8A_%D9%81
س ي ل,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B3_%D9%8A_%D9%84
ش ء م,0,5,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%A1_%D9%85
ش ء ن,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%A1_%D9%86
ش ب ب,0,10,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%A8_%D8%A8
ش ب ث,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%A8_%D8%AB
ش ب ح,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%A8_%D8%AD
ش ب ع,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%A8_%D8%B9
ش ب ك,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%A8_%D9%83
ش ب ه,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%A8_%D9%87
ش ت م,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AA_%D9%85
ش ت و,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AA_%D9%88
ش ج ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AC_%D8%A8
ش ج ج,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AC_%D8%AC
ش ج ر,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AC_%D8%B1
ش ج ع,0,7,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AC_%D8%B9
ش ج و,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AC_%D9%88
ش ح ب,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AD_%D8%A8
ش ح ح,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AD_%D8%AD
ش ح ذ,0,4,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AD_%D8%B0
ش ح ر,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AD_%D8%B1
ش ح ط,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AD_%D8%B7
ش ح م,0,3,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AD_%D9%85
ش ح ن,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AD_%D9%86
ش خ خ,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AE_%D8%AE
ش خ ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AE_%D8%B1
ش خ ص,0,6,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AE_%D8%B5
ش د د,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AF_%D8%AF
ش د ق,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AF_%D9%82
ش د و,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%AF_%D9%88
ش ذ ذ,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%B0_%D8%B0
ش ذ ر,0,1,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%B0_%D8%B1
ش ر ب,0,8,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%B1_%D8%A8
ش ر ج,0,2,https://en.m.wiktionary.org/wiki/Category:Arabic_terms_belonging_to_the_root_%D8%B4_%D8%B1_%D8%AC
